Gene,Macaque gene name,Mouse gene name
ZFAND4,ZFAND4,Zfand4
FAM21C,NA,NA
AGAP4,NA,NA
AGAP4,NA,NA
AGAP4,NA,NA
TIMM23,TIMM23,Timm23
NCOA4,NCOA4,Ncoa4
MSMB,MSMB,Msmb
AGAP14P,NA,NA
ANXA8L1,Anxa8,NA
GPRIN2,GPRIN2,Gprin2
SYT15,Syt15,NA
RP11-38L15.3,NA,NA
RP11-38L15.2,NA,NA
RP11-38L15.8,NA,NA
PTPN20,PTPN20,Ptpn20
GDF10,GDF10,Gdf10
ZNF488,Zfp488,NA
ANXA8,Anxa8,NA
FAM25G,Fam25c,NA
FAM25G,Fam25c,NA
AGAP9,NA,NA
AGAP9,NA,NA
AGAP9,NA,NA
LINC00864,NA,NA
CH17-360D5.2,NA,NA
CH17-360D5.3,NA,NA
FRMPD2,FRMPD2,Frmpd2
MAPK8,MAPK8,Mapk8
ARHGAP22,ARHGAP22,Arhgap22
WDFY4,WDFY4,Wdfy4
LRRC18,LRRC18,Lrrc18
VSTM4,VSTM4,Vstm4
FAM170B-AS1,NA,NA
FAM170B,Fam170b,NA
C10orf128,NA,NA
C10orf71,C9H10orf71,3425401B19Rik
DRGX,DRGX,Prrxl1
ERCC6,ERCC6,Ercc6
PGBD3,NA,NA
ERCC6-PGBD3,NA,NA
SLC18A3,SLC18A3,Slc18a3
C10orf53,C9H10orf53,1700024G13Rik
OGDHL,OGDHL,Ogdhl
PARG,PARG,Parg
TIMM23B,NA,NA
LINC00843,NA,NA
AGAP6,NA,NA
AGAP6,NA,NA
AGAP6,NA,NA
FAM21A,NA,NA
ASAH2,ASAH2,Asah2
SGMS1,SGMS1,Sgms1
SGMS1-AS1,NA,NA
ASAH2B,ASAH2,Asah2
A1CF,A1CF,A1cf
PRKG1,PRKG1,Prkg1
RP11-96B5.3,NA,NA
CSTF2T,CSTF2T,Cstf2t
DKK1,DKK1,Dkk1
RP11-556E13.1,NA,NA
PCDH15,PCDH15,Pcdh15
RP11-257I14.1,NA,NA
ZWINT,ZWINT,Zwint
IPMK,IPMK,Ipmk
CISD1,Cisd1,NA
RP11-179B15.5,NA,NA
RP11-179B15.6,NA,NA
UBE2D1,UBE2D1,Ube2d1
TFAM,TFAM,Tfam
BICC1,BICC1,Bicc1
LINC00844,NA,NA
PHYHIPL,PHYHIPL,Phyhipl
FAM13C,FAM13C,Fam13c
RP11-443O13.3,NA,NA
SLC16A9,SLC16A9,Slc16a9
MRLN,MRLN,Mrln
CCDC6,CCDC6,Ccdc6
LINC01553,NA,NA
ANK3,ANK3,Ank3
RP11-388P9.2,NA,NA
RP11-131N11.4,NA,NA
CDK1,CDK1,Cdk1
RHOBTB1,RHOBTB1,Rhobtb1
LINC00845,NA,NA
TMEM26,TMEM26,Tmem26
TMEM26-AS1,NA,NA
C10orf107,NA,NA
RP11-63A2.2,NA,NA
RP11-491H19.1,NA,NA
ARID5B,ARID5B,Arid5b
RTKN2,RTKN2,Rtkn2
RP11-120C12.3,NA,NA
ZNF365,ZNF365,Zfp365
RP11-436D10.3,NA,NA
ADO,ADO,Ado
EGR2,EGR2,Egr2
NRBF2,NRBF2,Nrbf2
JMJD1C,JMJD1C,Jmjd1c
JMJD1C-AS1,NA,NA
REEP3,REEP3,Reep3
RP11-170M17.1,NA,NA
RP11-179K3.2,NA,NA
LINC01515,NA,NA
LINC01515,NA,NA
CTNNA3,CTNNA3,Ctnna3
LRRTM3,LRRTM3,Lrrtm3
RP11-344A5.1,NA,NA
DNAJC12,DNAJC12,Dnajc12
RP11-57G10.8,NA,NA
SIRT1,SIRT1,Sirt1
HERC4,HERC4,Herc4
MYPN,MYPN,Mypn
ATOH7,ATOH7,Atoh7
RP11-153K11.3,NA,NA
PBLD,PBLD,Pbld1
PBLD,PBLD,Pbld2
HNRNPH3,HNRNPH3,Hnrnph3
RUFY2,RUFY2,Rufy2
DNA2,DNA2,Dna2
SLC25A16,Slc25a16,NA
TET1,TET1,Tet1
CCAR1,CCAR1,Ccar1
STOX1,STOX1,Stox1
DDX50,DDX50,Ddx50
DDX21,KIFBP,Ddx21
KIF1BP,NA,NA
SRGN,SRGN,Srgn
VPS26A,VPS26A,Vps26a
SUPV3L1,SUPV3L1,Supv3l1
RP11-227H15.4,NA,NA
HKDC1,HKDC1,Hkdc1
HK1,HK1,Hk1
TACR2,TACR2,Tacr2
TSPAN15,TSPAN15,Tspan15
NEUROG3,NEUROG3,Neurog3
RP11-343J3.2,NA,NA
C10orf35,NA,NA
COL13A1,COL13A1,Col13a1
RP11-262I2.2,NA,NA
H2AFY2,NA,NA
AIFM2,AIFM2,Aifm2
TYSND1,TYSND1,Tysnd1
SAR1A,Sar1a,NA
PPA1,PPA1,Ppa1
NPFFR1,NPFFR1,Npffr1
LRRC20,LRRC20,Lrrc20
EIF4EBP2,EIF4EBP2,Eif4ebp2
NODAL,NODAL,Nodal
PALD1,PALD1,Pald1
PRF1,PRF1,Prf1
ADAMTS14,ADAMTS14,Adamts14
SGPL1,SGPL1,Sgpl1
PCBD1,PCBD1,Pcbd1
UNC5B,UNC5B,Unc5b
UNC5B-AS1,NA,NA
SLC29A3,SLC29A3,Slc29a3
CDH23,CDH23,Cdh23
C10orf54,NA,NA
PSAP,PSAP,Psap
RP11-472G21.2,NA,NA
CHST3,CHST3,Chst3
SPOCK2,SPOCK2,Spock2
ASCC1,ASCC1,Ascc1
ANAPC16,ANAPC16,Anapc16
DDIT4,DDIT4,Ddit4
RP11-442H21.2,NA,NA
DNAJB12,DNAJB12,Dnajb12
MICU1,MICU1,Micu1
MCU,MCU,Mcu
OIT3,OIT3,Oit3
PLA2G12B,PLA2G12B,Pla2g12b
P4HA1,P4HA1,P4ha1
RP11-344N10.5,NA,NA
NUDT13,NUDT13,Nudt13
RP11-152N13.16,NA,NA
ECD,ECD,Ecd
FAM149B1,FAM149B1,Fam149b
DNAJC9,DNAJC9,Dnajc9
DNAJC9-AS1,NA,NA
DNAJC9-AS1,NA,NA
MRPS16,MRPS16,Mrps16
RP11-152N13.5,NA,NA
CFAP70,CFAP70,Cfap70
ANXA7,ANXA7,Anxa7
RP11-537A6.9,NA,NA
MSS51,MSS51,Mss51
PPP3CB,PPP3CB,Ppp3cb
USP54,USP54,Usp54
RP11-464F9.20,NA,NA
RP11-464F9.22,NA,NA
MYOZ1,MYOZ1,Myoz1
SYNPO2L,SYNPO2L,Synpo2l
RP11-464F9.21,NA,NA
AGAP5,NA,NA
AGAP5,NA,NA
AGAP5,NA,NA
RP11-574K11.29,NA,NA
SEC24C,SEC24C,Sec24c
FUT11,FUT11,Fut11
CHCHD1,CHCHD1,Chchd1
ZSWIM8,ZSWIM8,Zswim8
RP11-574K11.31,NA,NA
NDST2,NDST2,Ndst2
CAMK2G,CAMK2G,Camk2g
RP11-574K11.5,NA,NA
RP11-574K11.8,NA,NA
PLAU,PLAU,Plau
C10orf55,NA,NA
VCL,VCL,Vcl
AP3M1,AP3M1,Ap3m1
ADK,ADK,Adk
RP11-46O21.2,NA,NA
RP11-222G7.2,NA,NA
KAT6B,NA,NA
KAT6B,KAT6B,Kat6b
DUSP13,Dusp13,NA
SAMD8,SAMD8,Samd8
VDAC2,VDAC2,Vdac2
COMTD1,Comtd1,NA
ZNF503-AS1,NA,NA
RP11-399K21.11,NA,NA
ZNF503,ZNF503,Zfp503
ZNF503-AS2,NA,NA
RP11-399K21.13,NA,NA
RP11-399K21.14,NA,NA
RP11-399K21.10,NA,NA
C10orf11,NA,NA
KCNMA1,KCNMA1,Kcnma1
KCNMA1-AS1,NA,NA
RP11-328K22.1,NA,NA
KCNMA1-AS3,NA,NA
RP13-39P12.3,NA,NA
DLG5,NA,NA
DLG5,DLG5,Dlg5
RP11-126H7.4,NA,NA
POLR3A,POLR3A,Polr3a
RPS24,RPS24,NA
LINC00856,NA,NA
RP11-90J7.2,NA,NA
RP11-31E13.2,NA,NA
ZMIZ1-AS1,NA,NA
RP11-481G8.2,NA,NA
ZMIZ1,ZMIZ1,Zmiz1
PPIF,PPIF,Ppif
ZCCHC24,ZCCHC24,Zcchc24
EIF5AL1,NA,NA
SFTPA2,Sftpa1,NA
SFTPA2,Sftpa1,NA
SFTPA2,Sftpa1,NA
SFTPA1,Sftpa1,NA
SFTPA1,Sftpa1,NA
SFTPA1,Sftpa1,NA
RP11-589B3.6,NA,NA
RP11-506M13.3,NA,NA
NUTM2B-AS1,NA,NA
NUTM2B,Nutm2,NA
NUTM2B,Nutm2,NA
RP11-182L21.6,NA,NA
NUTM2E,Nutm2,NA
NUTM2E,Nutm2,NA
SFTPD,SFTPD,Sftpd
SFTPD-AS1,NA,NA
TMEM254-AS1,NA,NA
TMEM254,TMEM254,Tmem254
PLAC9,Plac9,NA
PLAC9,PLAC9,Plac9
ANXA11,ANXA11,Anxa11
LINC00857,NA,NA
MAT1A,MAT1A,Mat1a
DYDC1,DYDC1,Dydc1
DYDC2,DYDC2,Dydc2
FAM213A,NA,NA
TSPAN14,TSPAN14,Tspan14
RP11-137H2.4,NA,NA
SH2D4B,Sh2d4b,NA
NRG3,NRG3,Nrg3
RP11-202D18.2,NA,NA
RP11-338I21.1,NA,NA
GHITM,GHITM,Ghitm
C10orf99,NA,NA
CDHR1,CDHR1,Cdhr1
RGR,RGR,Rgr
LINC00858,NA,NA
CCSER2,CCSER2,Ccser2
GRID1,GRID1,Grid1
RP11-93H12.4,NA,NA
WAPL,WAPL,Wapl
RP11-77P6.2,NA,NA
LDB3,LDB3,Ldb3
RP11-359E3.4,NA,NA
BMPR1A,BMPR1A,Bmpr1a
MMRN2,MMRN2,Mmrn2
SNCG,SNCG,Sncg
ADIRF,ADIRF,NA
RP11-96C23.15,NA,NA
GLUD1,Glud1,NA
FAM35A,NA,NA
NUTM2A-AS1,NA,NA
NUTM2A,Nutm2,NA
NUTM2A,Nutm2,NA
LINC00863,NA,NA
NUTM2D,Nutm2,NA
NUTM2D,Nutm2,NA
LINC00864.1,NA,NA
MINPP1,Minpp1,NA
RP11-57C13.6,NA,NA
RP11-57C13.3,NA,NA
PAPSS2,PAPSS2,Papss2
ATAD1,NA,NA
ATAD1,ATAD1,Atad1
KLLN,NA,NA
KLLN,KLLN,NA
PTEN,NA,NA
PTEN,NA,NA
RNLS,RNLS,Rnls
LIPJ,LIPJ,NA
LIPF,LIPF,Lipf
ANKRD22,ANKRD22,Ankrd22
STAMBPL1,STAMBPL1,Stambpl1
ACTA2-AS1,NA,NA
ACTA2,ACTA2,Acta2
FAS,Fas,NA
CH25H,CH25H,Ch25h
LIPA,LIPA,Lipa
RP11-149I23.3,NA,NA
IFIT2,IFIT2,Ifit2
IFIT3,IFIT3,Ifit3
IFIT3,IFIT3,Ifit3b
IFIT1,IFIT1,NA
IFIT5,IFIT5,NA
SLC16A12,SLC16A12,Slc16a12
SLC16A12-AS1,NA,NA
PANK1,PANK1,Pank1
RP11-80H5.2,NA,NA
RP11-80H5.6,NA,NA
RP11-80H5.9,NA,NA
RP11-80H5.7,NA,NA
KIF20B,KIF20B,Kif20b
LINC00865,NA,NA
LINC01374,NA,NA
RP11-15K3.1,NA,NA
RP11-94M14.2,NA,NA
RP11-94M14.3,NA,NA
HTR7,HTR7,Htr7
RPP30,RPP30,Rpp30
ANKRD1,ANKRD1,Ankrd1
RP11-236B18.5,NA,NA
PCGF5,PCGF5,Pcgf5
HECTD2,HECTD2,Hectd2
PPP1R3C,PPP1R3C,Ppp1r3c
TNKS2-AS1,NA,NA
TNKS2,TNKS2,Tnks2
FGFBP3,FGFBP3,Fgfbp3
RP11-402D21.2,NA,NA
BTAF1,BTAF1,Btaf1
CPEB3,CPEB3,Cpeb3
MARCH5,NA,NA
IDE,IDE,Ide
KIF11,KIF11,Kif11
HHEX,HHEX,NA
EXOC6,EXOC6,Exoc6
CYP26C1,CYP26C1,Cyp26c1
CYP26A1,CYP26A1,Cyp26a1
MYOF,MYOF,Myof
CEP55,CEP55,Cep55
FFAR4,FFAR4,Ffar4
RBP4,RBP4,Rbp4
PDE6C,PDE6C,Pde6c
FRA10AC1,FRA10AC1,Fra10ac1
LGI1,LGI1,Lgi1
SLC35G1,SLC35G1,Slc35g1
PLCE1,PLCE1,Plce1
PLCE1-AS2,NA,NA
RP11-391J2.3,NA,NA
PLCE1-AS1,NA,NA
RP11-76P2.4,NA,NA
NOC3L,NOC3L,Noc3l
TBC1D12,TBC1D12,Tbc1d12
HELLS,HELLS,Hells
CYP2C18,Cyp2c55,NA
CYP2C19,NA,NA
CYP2C9,CYP2C18,NA
CYP2C8,CYP2C19,NA
CYP2C8,NA,NA
RP11-310E22.5,NA,NA
ACSM6,NA,NA
RP11-310E22.4,NA,NA
PDLIM1,PDLIM1,Pdlim1
SORBS1,SORBS1,Sorbs1
ALDH18A1,ALDH18A1,Aldh18a1
TCTN3,TCTN3,Tctn3
ENTPD1,ENTPD1,Entpd1
ENTPD1-AS1,NA,NA
C10orf131,NA,NA
RP11-690P14.4,NA,NA
CCNJ,CCNJ,Ccnj
ZNF518A,ZNF518A,Zfp518a
BLNK,BLNK,Blnk
RP11-35J23.1,NA,NA
DNTT,DNTT,Dntt
OPALIN,OPALIN,Opalin
TLL2,TLL2,Tll2
TM9SF3,TM9SF3,Tm9sf3
PIK3AP1,PIK3AP1,Pik3ap1
LCOR,LCOR,Lcor
C10orf12,NA,NA
RP11-175O19.4,NA,NA
SLIT1,SLIT1,Slit1
ARHGAP19-SLIT1,NA,NA
ARHGAP19,ARHGAP19,Arhgap19
FRAT1,FRAT1,Frat1
FRAT1,FRAT1,Peg12
FRAT2,FRAT2,Frat2
RP11-452K12.4,NA,NA
RRP12,RRP12,Rrp12
RP11-452K12.7,NA,NA
PGAM1,Pgam1,NA
EXOSC1,Exosc1,NA
ZDHHC16,ZDHHC16,Zdhhc16
MMS19,MMS19,Mms19
UBTD1,UBTD1,Ubtd1
ANKRD2,ANKRD2,Ankrd2
HOGA1,Hoga1,NA
C10orf62,4933411K16Rik,NA
MORN4,MORN4,Morn4
PI4K2A,PI4K2A,Pi4k2a
AVPI1,AVPI1,Avpi1
MARVELD1,MARVELD1,Marveld1
ZFYVE27,ZFYVE27,Zfyve27
SFRP5,SFRP5,Sfrp5
LINC00866,NA,NA
GOLGA7B,GOLGA7B,Golga7b
CRTAC1,CRTAC1,Crtac1
R3HCC1L,R3HCC1L,R3hcc1l
LOXL4,LOXL4,Loxl4
RP11-34A14.3,NA,NA
PYROXD2,PYROXD2,Pyroxd2
HPS1,HPS1,Hps1
HPSE2,HPSE2,Hpse2
CNNM1,CNNM1,Cnnm1
GOT1,GOT1,Got1
RP11-441O15.3,NA,NA
LINC01475,NA,NA
RP11-129J12.1,NA,NA
NKX2-3,NKX2-3,Nkx2-3
SLC25A28,SLC25A28,Slc25a28
RP11-85A1.3,NA,NA
RP11-483F11.7,NA,NA
ENTPD7,ENTPD7,Entpd7
CUTC,CUTC,Cutc
COX15,COX15,Cox15
ABCC2,ABCC2,Abcc2
DNMBP,DNMBP,Dnmbp
DNMBP-AS1,NA,NA
CPN1,CPN1,Cpn1
ERLIN1,ERLIN1,Erlin1
CHUK,CHUK,Chuk
RP11-316M21.7,NA,NA
RP11-316M21.6,NA,NA
CWF19L1,Cwf19l1,NA
CWF19L1,CWF19L1,Cwf19l1
BLOC1S2,BLOC1S2,Bloc1s2
PKD2L1,PKD2L1,Pkd2l1
SCD,SCD,Scd2
SCD,SCD,Scd4
OLMALINC,NA,NA
RP11-285F16.1,NA,NA
WNT8B,WNT8B,Wnt8b
SEC31B,SEC31B,Sec31b
NDUFB8,Ndufb8,NA
NDUFB8,Ndufb8,NA
NDUFB8,Ndufb8,NA
NDUFB8,Ndufb8,NA
HIF1AN,HIF1AN,Hif1an
PAX2,PAX2,Pax2
RP11-179B2.2,NA,NA
SLF2,SLF2,Slf2
RP11-108L7.14,NA,NA
MRPL43,MRPL43,Mrpl43
SEMA4G,SEMA4G,Sema4g
RP11-108L7.4,NA,NA
C10orf2,NA,NA
LZTS2,LZTS2,Lzts2
PDZD7,PDZD7,Pdzd7
SFXN3,SFXN3,Sfxn3
RP11-108L7.15,NA,NA
KAZALD1,KAZALD1,Kazald1
TLX1,TLX1,Tlx1
RP11-107I14.4,NA,NA
RP11-107I14.2,NA,NA
RP11-107I14.5,NA,NA
BTRC,BTRC,Btrc
DPCD,DPCD,Dpcd
POLL,POLL,Poll
FBXW4,FBXW4,Fbxw4
NPM3,NPM3,Npm3
MGEA5,NA,NA
KCNIP2-AS1,NA,NA
KCNIP2,KCNIP2,Kcnip2
C10orf76,NA,NA
HPS6,HPS6,Hps6
LDB1,LDB1,Ldb1
PPRC1,PPRC1,Pprc1
NOLC1,NOLC1,Nolc1
ELOVL3,ELOVL3,Elovl3
PITX3,PITX3,Pitx3
GBF1,GBF1,Gbf1
NFKB2,NFKB2,Nfkb2
PSD,PSD,Psd
FBXL15,FBXL15,Fbxl15
CUEDC2,Cuedc2,NA
CUEDC2,Cuedc2,NA
C10orf95,2310034G01Rik,NA
MFSD13A,MFSD13A,Mfsd13a
ACTR1A,ACTR1A,Actr1a
RP11-18I14.11,NA,NA
SUFU,SUFU,Sufu
RP11-47A8.5,NA,NA
TRIM8,TRIM8,Trim8
ARL3,ARL3,Arl3
SFXN2,Sfxn2,NA
WBP1L,WBP1L,Wbp1l
CYP17A1,CYP17A1,Cyp17a1
CYP17A1-AS1,NA,NA
RP11-753C18.12,NA,NA
BORCS7,BORCS7,Borcs7
AS3MT,AS3MT,As3mt
RP11-724N1.1,NA,NA
CNNM2,CNNM2,Cnnm2
NT5C2,NT5C2,Nt5c2
RPEL1,Rpe,NA
INA,INA,Ina
PCGF6,PCGF6,Pcgf6
TAF5,TAF5,Taf5
USMG5,NA,NA
PDCD11,PDCD11,Pdcd11
CALHM2,CALHM2,Calhm2
RP11-225H22.7,NA,NA
RP11-225H22.4,NA,NA
CALHM1,CALHM1,Calhm1
CALHM3,CALHM3,Calhm3
NEURL1-AS1,NA,NA
NEURL1,NEURL1,Neurl1a
SH3PXD2A,SH3PXD2A,Sh3pxd2a
RP11-416N2.4,NA,NA
SH3PXD2A-AS1,NA,NA
OBFC1,NA,NA
SLK,SLK,Slk
COL17A1,COL17A1,Col17a1
SFR1,SFR1,Sfr1
CFAP43,CFAP43,Cfap43
GSTO1,Gsto1,NA
GSTO1,Gsto1,NA
GSTO2,GSTO2,Gsto2
ITPRIP,ITPRIP,Itprip
RP11-127L20.3,NA,NA
CFAP58-AS1,NA,NA
CFAP58,CFAP58,Cfap58
SORCS3,SORCS3,Sorcs3
SORCS1,SORCS1,Sorcs1
LINC01435,NA,NA
RP11-163F15.1,NA,NA
XPNPEP1,XPNPEP1,Xpnpep1
ADD3,ADD3,Add3
MXI1,MXI1,Mxi1
RP11-549L6.3,NA,NA
SMNDC1,SMNDC1,Smndc1
RP11-525A16.4,NA,NA
DUSP5,DUSP5,Dusp5
SMC3,SMC3,Smc3
RBM20,RBM20,Rbm20
RP11-313D6.3,NA,NA
PDCD4-AS1,NA,NA
PDCD4,PDCD4,Pdcd4
BBIP1,BBIP1,Bbip1
RP11-348N5.9,NA,NA
RP11-348N5.7,NA,NA
SHOC2,SHOC2,Shoc2
ADRA2A,ADRA2A,Adra2a
GPAM,GPAM,Gpam
ACSL5,ACSL5,Acsl5
RP11-324O2.3,NA,NA
ZDHHC6,ZDHHC6,Zdhhc6
VTI1A,VTI1A,Vti1a
TCF7L2,TCF7L2,Tcf7l2
RP11-57H14.2,NA,NA
HABP2,HABP2,Habp2
NRAP,NRAP,Nrap
CASP7,CASP7,Casp7
PLEKHS1,PLEKHS1,Plekhs1
DCLRE1A,DCLRE1A,Dclre1a
NHLRC2,NHLRC2,Nhlrc2
ADRB1,ADRB1,Adrb1
CCDC186,CCDC186,Ccdc186
TDRD1,TDRD1,Tdrd1
VWA2,VWA2,Vwa2
CTB-1144G6.6,NA,NA
AFAP1L2,AFAP1L2,Afap1l2
ABLIM1,ABLIM1,Ablim1
RP11-106M7.1,NA,NA
FAM160B1,NA,NA
TRUB1,TRUB1,Trub1
RP11-383C6.2,NA,NA
ATRNL1,ATRNL1,Atrnl1
GFRA1,GFRA1,Gfra1
CCDC172,CCDC172,Ccdc172
PNLIPRP3,PNLIPRP3,NA
PNLIP,PNLIP,Pnlip
PNLIPRP1,PNLIPRP1,Pnliprp1
C10orf82,C9H10orf82,1700019N19Rik
RP11-498B4.5,NA,NA
HSPA12A,HSPA12A,Hspa12a
RP11-539I5.1,NA,NA
ENO4,ENO4,Eno4
SHTN1,SHTN1,Shtn1
RP11-501J20.5,NA,NA
SLC18A2,SLC18A2,Slc18a2
RP11-129M16.4,NA,NA
PDZD8,PDZD8,Pdzd8
EMX2OS,NA,NA
EMX2,EMX2,Emx2
RAB11FIP2,RAB11FIP2,Rab11fip2
RP11-354M20.3,NA,NA
CASC2,NA,NA
FAM204A,FAM204A,Fam204a
LINC00867,NA,NA
PRLHR,PRLHR,Prlhr
CACUL1,CACUL1,Cacul1
"NANOS1","NANOS1",Nanos1
EIF3A,EIF3A,Eif3a
FAM45A,NA,NA
SFXN4,SFXN4,Sfxn4
PRDX3,PRDX3,Prdx3
GRK5,GRK5,Grk5
RP11-79M19.2,NA,NA
RGS10,RGS10,Rgs10
TIAL1,TIAL1,Tial1
BAG3,BAG3,Bag3
INPP5F,INPP5F,Inpp5f
MCMBP,MCMBP,Mcmbp
SEC23IP,SEC23IP,Sec23ip
PLPP4,PLPP4,Plpp4
LINC01561,NA,NA
WDR11-AS1,NA,NA
WDR11,WDR11,Wdr11
RP11-95I16.4,NA,NA
FGFR2,FGFR2,Fgfr2
RP11-62L18.3,NA,NA
ATE1,ATE1,Ate1
ATE1-AS1,NA,NA
RP11-500G22.4,NA,NA
NSMCE4A,NSMCE4A,Nsmce4a
RP11-500G22.5,NA,NA
TACC2,TACC2,Tacc2
BTBD16,BTBD16,Btbd16
PLEKHA1,PLEKHA1,Plekha1
ARMS2,NA,NA
HTRA1,HTRA1,Htra1
DMBT1,Dmbt1,NA
DMBT1,Dmbt1,NA
CUZD1,CUZD1,Cuzd1
FAM24B,NA,NA
C10orf88,C10orf88,2310057M21Rik
PSTK,PSTK,Pstk
IKZF5,IKZF5,Ikzf5
ACADSB,ACADSB,Acadsb
HMX3,HMX3,Hmx3
HMX2,HMX2,Hmx2
BUB3,BUB3,Bub3
GPR26,GPR26,Gpr26
CPXM2,CPXM2,Cpxm2
CHST15,CHST15,Chst15
OAT,OAT,Oat
LHPP,LHPP,Lhpp
RP11-12J10.3,NA,NA
FAM53B,FAM53B,Fam53b
RP11-12J10.4,NA,NA
FAM53B-AS1,NA,NA
METTL10,NA,NA
FAM175B,NA,NA
ZRANB1,ZRANB1,Zranb1
RP11-298J20.3,NA,NA
CTBP2,CTBP2,Ctbp2
RP11-59C5.3,NA,NA
RP11-151A10.3,NA,NA
FLJ37035,NA,NA
EDRF1,EDRF1,Edrf1
EDRF1-AS1,NA,NA
MMP21,MMP21,Mmp21
UROS,UROS,Uros
BCCIP,Bccip,NA
DHX32,DHX32,Dhx32
FANK1,FANK1,Fank1
ADAM12,ADAM12,Adam12
LINC00601,NA,NA
C10orf90,C9H10orf90,D7Ertd443e
DOCK1,DOCK1,Dock1
RP11-223P11.3,NA,NA
FAM196A,NA,NA
NPS,NPS,Nps
FOXI2,FOXI2,Foxi2
CLRN3,CLRN3,Clrn3
PTPRE,PTPRE,Ptpre
MKI67,MKI67,Mki67
LINC01163,NA,NA
RP11-264E18.1,NA,NA
MGMT,MGMT,Mgmt
RP11-109A6.3,NA,NA
EBF3,EBF3,Ebf3
RP11-234G16.4,NA,NA
RP11-234G16.5,NA,NA
LINC00959,NA,NA
RP11-500G10.5,NA,NA
GLRX3,GLRX3,Glrx3
TCERG1L,TCERG1L,Tcerg1l
TCERG1L-AS1,NA,NA
LINC01164,NA,NA
PPP2R2D,PPP2R2D,Ppp2r2d
BNIP3,BNIP3,Bnip3
RP11-45A17.2,NA,NA
RP11-45A17.4,NA,NA
JAKMIP3,JAKMIP3,Jakmip3
RP11-140A10.3,NA,NA
DPYSL4,DPYSL4,Dpysl4
STK32C,STK32C,Stk32c
LRRC27,Lrrc27,NA
PWWP2B,LRRC27,Pwwp2b
RP11-432J24.2,NA,NA
RP11-432J24.3,NA,NA
C10orf91,NA,NA
RP11-432J24.5,NA,NA
LINC01165,NA,NA
INPP5A,INPP5A,Inpp5a
NKX6-2,NKX6-2,Nkx6-2
CFAP46,Cfap46,NA
CFAP46,Cfap46,NA
LINC01166,NA,NA
LINC01167,NA,NA
ADGRA1,ADGRA1,Adgra1
ADGRA1-AS1,NA,NA
KNDC1,Kndc1,NA
UTF1,NA,NA
VENTX,VENTX,NA
RP13-49I15.6,NA,NA
ADAM8,ADAM8,Adam8
TUBGCP2,TUBGCP2,Tubgcp2
RP11-122K13.12,NA,NA
ZNF511,ZNF511,Zfp511
PRAP1,PRAP1,Prap1
CALY,CALY,Caly
FUOM,FUOM,Fuom
ECHS1,ECHS1,Echs1
PAOX,PAOX,Paox
RP11-108K14.8,NA,NA
MTG1,Mtg1,NA
SPRN,Sprn,NA
CYP2E1,Cyp2e1,NA
CYP2E1,Cyp2e1,NA
RP11-108K14.12,NA,NA
SYCE1,Syce1,NA
SYCE1,Syce1,NA
IQSEC3,NA,NA
IQSEC3,IQSEC3,Iqsec3
RP11-598F7.4,NA,NA
RP11-598F7.5,NA,NA
RP11-598F7.6,NA,NA
SLC6A12,SLC6A12,Slc6a12
RP11-283I3.2,NA,NA
SLC6A13,Slc6a13,NA
KDM5A,KDM5A,Kdm5a
CCDC77,CCDC77,Ccdc77
B4GALNT3,B4GALNT3,B4galnt3
NINJ2,NINJ2,Ninj2
RP11-218M22.1,NA,NA
WNK1,WNK1,Wnk1
RAD52,RAD52,Rad52
RP11-359B12.2,NA,NA
ERC1,ERC1,Erc1
LINC00942,NA,NA
WNT5B,WNT5B,Wnt5b
FBXL14,FBXL14,Fbxl14
ADIPOR2,NA,NA
ADIPOR2,ADIPOR2,Adipor2
CACNA2D4,NA,NA
CACNA2D4,CACNA2D4,Cacna2d4
LRTM2,NA,NA
LRTM2,LRTM2,Lrtm2
LINC00940,NA,NA
LINC00940,NA,NA
DCP1B,NA,NA
DCP1B,DCP1B,Dcp1b
CACNA1C,NA,NA
CACNA1C,CACNA1C,Cacna1c
RP5-1096D14.6,NA,NA
CACNA1C-AS2,NA,NA
CACNA1C-AS2,NA,NA
CACNA1C-AS1,NA,NA
CACNA1C-AS1,NA,NA
RP11-986G18.2,NA,NA
RP11-885B4.2,NA,NA
FKBP4,FKBP4,Fkbp4
RP4-816N1.6,NA,NA
RP4-816N1.7,NA,NA
ITFG2,ITFG2,Itfg2
NRIP2,NRIP2,Nrip2
FOXM1,FOXM1,Foxm1
RHNO1,RHNO1,Rhno1
TULP3,TULP3,Tulp3
TEAD4,Tead4,NA
RP11-253E3.3,NA,NA
TSPAN9,TSPAN9,Tspan9
RP5-1063M23.1,NA,NA
RP5-1063M23.2,NA,NA
RP11-476M19.2,NA,NA
PRMT8,PRMT8,Prmt8
CRACR2A,CRACR2A,Cracr2a
PARP11,PARP11,Parp11
RP11-320N7.2,NA,NA
CCND2-AS1,NA,NA
CCND2-AS2,NA,NA
CCND2,Ccnd2,NA
TIGAR,TIGAR,Tigar
FGF23,FGF23,Fgf23
C12orf4,C11H12orf4,D6Wsu163e
RAD51AP1,RAD51AP1,Rad51ap1
DYRK4,DYRK4,Dyrk4
RP11-500M8.7,NA,NA
AKAP3,AKAP3,Akap3
NDUFA9,Ndufa9,NA
RP11-234B24.6,NA,NA
GALNT8,NDUFA9,NA
RP11-234B24.4,NA,NA
KCNA1,KCNA1,Kcna1
